,PHU_orig,PHU_dest,week,flow
12190,2237,2238,2020-04-06,740.0
12191,2237,2238,2020-04-13,750.0
12192,2237,2238,2020-04-20,1060.0
12193,2237,2238,2020-04-27,600.0
12194,2237,2238,2020-05-04,480.0
12195,2237,2238,2020-05-11,770.0
12196,2237,2238,2020-05-18,1600.0
12197,2237,2238,2020-05-25,1500.0
12198,2237,2238,2020-06-01,1880.0
12199,2237,2238,2020-06-08,690.0
12200,2237,2238,2020-06-15,2090.0
12201,2237,2238,2020-06-22,2560.0
12202,2237,2238,2020-06-29,2390.0
12203,2237,2238,2020-07-06,3120.0
12204,2237,2238,2020-07-13,2450.0
12205,2237,2238,2020-07-20,2950.0
12206,2237,2238,2020-07-27,3960.0
12207,2237,2238,2020-08-03,3460.0
12208,2237,2238,2020-08-10,4200.0
12209,2237,2238,2020-08-17,3250.0
12210,2237,2238,2020-08-24,5140.0
12211,2237,2238,2020-08-31,3380.0
12212,2237,2238,2020-09-07,3630.0
12213,2237,2238,2020-09-14,1970.0
12214,2237,2238,2020-09-21,1860.0
12215,2237,2238,2020-09-28,1190.0
12216,2237,2238,2020-10-05,1890.0
12217,2237,2238,2020-10-12,3560.0
12218,2237,2238,2020-10-19,1830.0
12219,2237,2238,2020-10-26,1280.0
12220,2237,2238,2020-11-02,580.0
12221,2237,2238,2020-11-09,730.0
12222,2237,2238,2020-11-16,660.0
12223,2237,2238,2020-11-23,710.0
12224,2237,2238,2020-11-30,350.0
12225,2237,2238,2020-12-07,770.0
12226,2237,2238,2020-12-14,580.0
12227,2237,2238,2020-12-21,2050.0
12228,2237,2238,2020-12-28,2250.0
12229,2237,2240,2020-01-06,250.0
12230,2237,2240,2020-01-13,160.0
12231,2237,2240,2020-01-20,340.0
12232,2237,2240,2020-01-27,70.0
12233,2237,2240,2020-02-03,20.0
12234,2237,2240,2020-02-10,120.0
12235,2237,2240,2020-02-17,1510.0
12236,2237,2240,2020-02-24,140.0
12237,2237,2240,2020-03-02,280.0
12238,2237,2240,2020-03-09,330.0
12239,2237,2240,2020-03-16,670.0
12240,2237,2240,2020-03-23,1270.0
12241,2237,2240,2020-03-30,580.0
12242,2237,2240,2020-04-06,450.0
12243,2237,2240,2020-04-13,650.0
12244,2237,2240,2020-04-20,700.0
12245,2237,2240,2020-04-27,470.0
12246,2237,2240,2020-05-04,470.0
12247,2237,2240,2020-05-11,310.0
12248,2237,2240,2020-05-18,400.0
12249,2237,2240,2020-05-25,730.0
12250,2237,2240,2020-06-01,620.0
12251,2237,2240,2020-06-08,450.0
12252,2237,2240,2020-06-15,390.0
12253,2237,2240,2020-06-22,660.0
12254,2237,2240,2020-06-29,660.0
12255,2237,2240,2020-07-06,940.0
12256,2237,2240,2020-07-13,750.0
12257,2237,2240,2020-07-20,830.0
12258,2237,2240,2020-07-27,930.0
12259,2237,2240,2020-08-03,1230.0
12260,2237,2240,2020-08-10,1250.0
12261,2237,2240,2020-08-17,1230.0
12262,2237,2240,2020-08-24,2230.0
12263,2237,2240,2020-08-31,720.0
12264,2237,2240,2020-09-07,1750.0
12265,2237,2240,2020-09-14,450.0
12266,2237,2240,2020-09-21,150.0
12267,2237,2240,2020-09-28,240.0
12268,2237,2240,2020-10-05,760.0
12269,2237,2240,2020-10-12,1120.0
12270,2237,2240,2020-10-19,140.0
12271,2237,2240,2020-10-26,270.0
12272,2237,2240,2020-11-02,350.0
12273,2237,2240,2020-11-09,220.0
12274,2237,2240,2020-11-16,310.0
12275,2237,2240,2020-11-23,370.0
12276,2237,2240,2020-11-30,50.0
12277,2237,2240,2020-12-07,470.0
12278,2237,2240,2020-12-14,370.0
12279,2237,2240,2020-12-21,1460.0
12280,2237,2240,2020-12-28,1530.0
12281,2237,2241,2020-01-06,430.0
12282,2237,2241,2020-01-13,440.0
12283,2237,2241,2020-01-20,510.0
12284,2237,2241,2020-01-27,640.0
12285,2237,2241,2020-02-03,1290.0
12286,2237,2241,2020-02-10,1450.0
12287,2237,2241,2020-02-17,4150.0
12288,2237,2241,2020-02-24,760.0
12289,2237,2241,2020-03-02,4880.0
12290,2237,2241,2020-03-09,4230.0
12291,2237,2241,2020-03-16,2840.0
12292,2237,2241,2020-03-23,4370.0
12293,2237,2241,2020-03-30,1370.0
12294,2237,2241,2020-04-06,840.0
12295,2237,2241,2020-04-13,690.0
12296,2237,2241,2020-04-20,230.0
12297,2237,2241,2020-04-27,800.0
12298,2237,2241,2020-05-04,1440.0
12299,2237,2241,2020-05-11,1140.0
12300,2237,2241,2020-05-18,1290.0
12301,2237,2241,2020-05-25,2480.0
12302,2237,2241,2020-06-01,660.0
12303,2237,2241,2020-06-08,1180.0
12304,2237,2241,2020-06-15,1030.0
12305,2237,2241,2020-06-22,1640.0
12306,2237,2241,2020-06-29,1930.0
12307,2237,2241,2020-07-06,2130.0
12308,2237,2241,2020-07-13,2290.0
12309,2237,2241,2020-07-20,1810.0
12310,2237,2241,2020-07-27,2920.0
12311,2237,2241,2020-08-03,3820.0
12312,2237,2241,2020-08-10,3800.0
12313,2237,2241,2020-08-17,3550.0
12314,2237,2241,2020-08-24,4290.0
12315,2237,2241,2020-08-31,2430.0
12316,2237,2241,2020-09-07,1960.0
12317,2237,2241,2020-09-14,2120.0
12318,2237,2241,2020-09-21,1340.0
12319,2237,2241,2020-09-28,1200.0
12320,2237,2241,2020-10-05,1780.0
12321,2237,2241,2020-10-12,3440.0
12322,2237,2241,2020-10-19,1960.0
12323,2237,2241,2020-10-26,1020.0
12324,2237,2241,2020-11-02,1610.0
12325,2237,2241,2020-11-09,1980.0
12326,2237,2241,2020-11-16,1960.0
12327,2237,2241,2020-11-23,1120.0
12328,2237,2241,2020-11-30,1090.0
12329,2237,2241,2020-12-07,3450.0
12330,2237,2241,2020-12-14,1810.0
12331,2237,2241,2020-12-21,3430.0
12332,2237,2241,2020-12-28,2660.0
12333,2237,2242,2020-01-06,970.0
12334,2237,2242,2020-01-13,900.0
12335,2237,2242,2020-01-20,1080.0
12336,2237,2242,2020-01-27,1190.0
12337,2237,2242,2020-02-03,740.0
12338,2237,2242,2020-02-10,910.0
12339,2237,2242,2020-02-17,2110.0
12340,2237,2242,2020-02-24,870.0
12341,2237,2242,2020-03-02,1420.0
12342,2237,2242,2020-03-09,880.0
12343,2237,2242,2020-03-16,1490.0
12344,2237,2242,2020-03-23,1060.0
12345,2237,2242,2020-03-30,390.0
12346,2237,2242,2020-04-06,270.0
12347,2237,2242,2020-04-13,310.0
12348,2237,2242,2020-04-20,530.0
12349,2237,2242,2020-04-27,300.0
12350,2237,2242,2020-05-04,650.0
12351,2237,2242,2020-05-11,460.0
12352,2237,2242,2020-05-18,650.0
12353,2237,2242,2020-05-25,440.0
12354,2237,2242,2020-06-01,750.0
12355,2237,2242,2020-06-08,810.0
12356,2237,2242,2020-06-15,630.0
12357,2237,2242,2020-06-22,490.0
12358,2237,2242,2020-06-29,1420.0
12359,2237,2242,2020-07-06,570.0
12360,2237,2242,2020-07-13,1150.0
12361,2237,2242,2020-07-20,620.0
12362,2237,2242,2020-07-27,1850.0
12363,2237,2242,2020-08-03,1470.0
12364,2237,2242,2020-08-10,500.0
12365,2237,2242,2020-08-17,910.0
12366,2237,2242,2020-08-24,1650.0
12367,2237,2242,2020-08-31,700.0
12368,2237,2242,2020-09-07,880.0
12369,2237,2242,2020-09-14,280.0
12370,2237,2242,2020-09-21,440.0
12371,2237,2242,2020-09-28,540.0
12372,2237,2242,2020-10-05,1020.0
12373,2237,2242,2020-10-12,1890.0
12374,2237,2242,2020-10-19,770.0
12375,2237,2242,2020-10-26,620.0
12376,2237,2242,2020-11-02,1030.0
12377,2237,2242,2020-11-09,170.0
12378,2237,2242,2020-11-16,770.0
12379,2237,2242,2020-11-23,360.0
12380,2237,2242,2020-11-30,100.0
12381,2237,2242,2020-12-07,730.0
12382,2237,2242,2020-12-14,550.0
12383,2237,2242,2020-12-21,2170.0
12384,2237,2242,2020-12-28,1660.0
12385,2237,2243,2020-01-06,200.0
12386,2237,2243,2020-01-13,220.0
12387,2237,2243,2020-01-20,40.0
12388,2237,2243,2020-01-27,120.0
12389,2237,2243,2020-02-03,220.0
12390,2237,2243,2020-02-10,290.0
12391,2237,2243,2020-02-17,1850.0
12392,2237,2243,2020-02-24,110.0
12393,2237,2243,2020-03-02,210.0
12394,2237,2243,2020-03-09,380.0
12395,2237,2243,2020-03-16,330.0
12396,2237,2243,2020-03-23,1220.0
12397,2237,2243,2020-03-30,500.0
12398,2237,2243,2020-04-06,170.0
12399,2237,2243,2020-04-13,60.0
12400,2237,2243,2020-04-20,380.0
12401,2237,2243,2020-04-27,760.0
12402,2237,2243,2020-05-04,250.0
12403,2237,2243,2020-05-11,350.0
12404,2237,2243,2020-05-18,590.0
12405,2237,2243,2020-05-25,840.0
12406,2237,2243,2020-06-01,360.0
12407,2237,2243,2020-06-08,620.0
12408,2237,2243,2020-06-15,200.0
12409,2237,2243,2020-06-22,360.0
12410,2237,2243,2020-06-29,700.0
12411,2237,2243,2020-07-06,720.0
12412,2237,2243,2020-07-13,790.0
12413,2237,2243,2020-07-20,930.0
12414,2237,2243,2020-07-27,720.0
12415,2237,2243,2020-08-03,870.0
12416,2237,2243,2020-08-10,730.0
12417,2237,2243,2020-08-17,2180.0
12418,2237,2243,2020-08-24,1760.0
12419,2237,2243,2020-08-31,940.0
12420,2237,2243,2020-09-07,1050.0
12421,2237,2243,2020-09-14,420.0
12422,2237,2243,2020-09-21,280.0
12423,2237,2243,2020-09-28,270.0
12424,2237,2243,2020-10-05,680.0
12425,2237,2243,2020-10-12,1380.0
12426,2237,2243,2020-10-19,1330.0
12427,2237,2243,2020-10-26,730.0
12428,2237,2243,2020-11-02,570.0
12429,2237,2243,2020-11-09,520.0
12430,2237,2243,2020-11-16,490.0
12431,2237,2243,2020-11-23,920.0
12432,2237,2243,2020-11-30,280.0
12433,2237,2243,2020-12-07,320.0
12434,2237,2243,2020-12-14,730.0
12435,2237,2243,2020-12-21,2840.0
12436,2237,2243,2020-12-28,1770.0
12437,2237,2244,2020-01-06,1980.0
12438,2237,2244,2020-01-13,2900.0
12439,2237,2244,2020-01-20,2470.0
12440,2237,2244,2020-01-27,3060.0
12441,2237,2244,2020-02-03,4150.0
12442,2237,2244,2020-02-10,3170.0
12443,2237,2244,2020-02-17,5380.0
12444,2237,2244,2020-02-24,3890.0
12445,2237,2244,2020-03-02,11680.0
12446,2237,2244,2020-03-09,11190.0
12447,2237,2244,2020-03-16,4060.0
12448,2237,2244,2020-03-23,3360.0
12449,2237,2244,2020-03-30,1950.0
12450,2237,2244,2020-04-06,2490.0
12451,2237,2244,2020-04-13,2430.0
12452,2237,2244,2020-04-20,2120.0
12453,2237,2244,2020-04-27,2100.0
12454,2237,2244,2020-05-04,2530.0
12455,2237,2244,2020-05-11,1790.0
12456,2237,2244,2020-05-18,1680.0
12457,2237,2244,2020-05-25,2730.0
12458,2237,2244,2020-06-01,2360.0
12459,2237,2244,2020-06-08,2200.0
12460,2237,2244,2020-06-15,1800.0
12461,2237,2244,2020-06-22,2090.0
12462,2237,2244,2020-06-29,1260.0
12463,2237,2244,2020-07-06,1370.0
12464,2237,2244,2020-07-13,1520.0
12465,2237,2244,2020-07-20,2320.0
12466,2237,2244,2020-07-27,1790.0
12467,2237,2244,2020-08-03,900.0
12468,2237,2244,2020-08-10,2410.0
12469,2237,2244,2020-08-17,2470.0
12470,2237,2244,2020-08-24,3110.0
12471,2237,2244,2020-08-31,2120.0
12472,2237,2244,2020-09-07,3130.0
12473,2237,2244,2020-09-14,4200.0
12474,2237,2244,2020-09-21,5160.0
12475,2237,2244,2020-09-28,2680.0
12476,2237,2244,2020-10-05,2580.0
12477,2237,2244,2020-10-12,3720.0
12478,2237,2244,2020-10-19,2460.0
12479,2237,2244,2020-10-26,3560.0
12480,2237,2244,2020-11-02,2750.0
12481,2237,2244,2020-11-09,3060.0
12482,2237,2244,2020-11-16,3120.0
12483,2237,2244,2020-11-23,4290.0
12484,2237,2244,2020-11-30,2450.0
12485,2237,2244,2020-12-07,6150.0
12486,2237,2244,2020-12-14,3600.0
12487,2237,2244,2020-12-21,3580.0
12488,2237,2244,2020-12-28,3400.0
12489,2237,2246,2020-01-06,80440.0
12490,2237,2246,2020-01-13,79790.0
12491,2237,2246,2020-01-20,79640.0
12492,2237,2246,2020-01-27,83980.0
12493,2237,2246,2020-02-03,85850.0
12494,2237,2246,2020-02-10,85490.0
12495,2237,2246,2020-02-17,66000.0
12496,2237,2246,2020-02-24,79950.0
12497,2237,2246,2020-03-02,80300.0
12498,2237,2246,2020-03-09,81680.0
12499,2237,2246,2020-03-16,63720.0
12500,2237,2246,2020-03-23,53710.0
12501,2237,2246,2020-03-30,50260.0
12502,2237,2246,2020-04-06,44980.0
12503,2237,2246,2020-04-13,44140.0
12504,2237,2246,2020-04-20,52450.0
12505,2237,2246,2020-04-27,53140.0
12506,2237,2246,2020-05-04,55330.0
12507,2237,2246,2020-05-11,53640.0
12508,2237,2246,2020-05-18,45850.0
12509,2237,2246,2020-05-25,62870.0
12510,2237,2246,2020-06-01,62070.0
12511,2237,2246,2020-06-08,64270.0
12512,2237,2246,2020-06-15,64020.0
12513,2237,2246,2020-06-22,68960.0
12514,2237,2246,2020-06-29,62430.0
12515,2237,2246,2020-07-06,65740.0
12516,2237,2246,2020-07-13,69080.0
12517,2237,2246,2020-07-20,73100.0
12518,2237,2246,2020-07-27,67470.0
12519,2237,2246,2020-08-03,56160.0
12520,2237,2246,2020-08-10,69670.0
12521,2237,2246,2020-08-17,71880.0
12522,2237,2246,2020-08-24,76810.0
12523,2237,2246,2020-08-31,80820.0
12524,2237,2246,2020-09-07,65430.0
12525,2237,2246,2020-09-14,77720.0
12526,2237,2246,2020-09-21,79170.0
12527,2237,2246,2020-09-28,72950.0
12528,2237,2246,2020-10-05,73290.0
12529,2237,2246,2020-10-12,59790.0
12530,2237,2246,2020-10-19,73540.0
12531,2237,2246,2020-10-26,79030.0
12532,2237,2246,2020-11-02,78570.0
12533,2237,2246,2020-11-09,76470.0
12534,2237,2246,2020-11-16,78300.0
12535,2237,2246,2020-11-23,79230.0
12536,2237,2246,2020-11-30,72870.0
12537,2237,2246,2020-12-07,72330.0
12538,2237,2246,2020-12-14,68360.0
12539,2237,2246,2020-12-21,63350.0
12540,2237,2246,2020-12-28,34790.0
12541,2237,2247,2020-01-06,1000.0
12542,2237,2247,2020-01-13,1300.0
12543,2237,2247,2020-01-20,1590.0
12544,2237,2247,2020-01-27,1470.0
12545,2237,2247,2020-02-03,2090.0
12546,2237,2247,2020-02-10,2970.0
12547,2237,2247,2020-02-17,5520.0
12548,2237,2247,2020-02-24,1010.0
12549,2237,2247,2020-03-02,1360.0
12550,2237,2247,2020-03-09,1600.0
12551,2237,2247,2020-03-16,3900.0
12552,2237,2247,2020-03-23,3190.0
12553,2237,2247,2020-03-30,1960.0
12554,2237,2247,2020-04-06,1280.0
12555,2237,2247,2020-04-13,1070.0
12556,2237,2247,2020-04-20,1260.0
12557,2237,2247,2020-04-27,3360.0
12558,2237,2247,2020-05-04,2910.0
12559,2237,2247,2020-05-11,3220.0
12560,2237,2247,2020-05-18,11780.0
12561,2237,2247,2020-05-25,8370.0
12562,2237,2247,2020-06-01,9220.0
12563,2237,2247,2020-06-08,12070.0
12564,2237,2247,2020-06-15,20580.0
12565,2237,2247,2020-06-22,26020.0
12566,2237,2247,2020-06-29,48610.0
12567,2237,2247,2020-07-06,34520.0
12568,2237,2247,2020-07-13,45580.0
12569,2237,2247,2020-07-20,43910.0
12570,2237,2247,2020-07-27,43840.0
12571,2237,2247,2020-08-03,59910.0
12572,2237,2247,2020-08-10,50650.0
12573,2237,2247,2020-08-17,53870.0
12574,2237,2247,2020-08-24,50380.0
12575,2237,2247,2020-08-31,48200.0
12576,2237,2247,2020-09-07,34460.0
12577,2237,2247,2020-09-14,22530.0
12578,2237,2247,2020-09-21,20300.0
12579,2237,2247,2020-09-28,11980.0
12580,2237,2247,2020-10-05,20990.0
12581,2237,2247,2020-10-12,20300.0
12582,2237,2247,2020-10-19,5370.0
12583,2237,2247,2020-10-26,4390.0
12584,2237,2247,2020-11-02,6990.0
12585,2237,2247,2020-11-09,4640.0
12586,2237,2247,2020-11-16,2290.0
12587,2237,2247,2020-11-23,2390.0
12588,2237,2247,2020-11-30,1370.0
12589,2237,2247,2020-12-07,1490.0
12590,2237,2247,2020-12-14,2110.0
12591,2237,2247,2020-12-21,8560.0
12592,2237,2247,2020-12-28,13020.0
12593,2237,2249,2020-01-06,130.0
12594,2237,2249,2020-01-27,170.0
12595,2237,2249,2020-02-24,150.0
12596,2237,2249,2020-03-02,50.0
12597,2237,2249,2020-03-09,90.0
12598,2237,2249,2020-04-20,160.0
12599,2237,2249,2020-04-27,120.0
12600,2237,2249,2020-05-25,240.0
12601,2237,2249,2020-06-15,100.0
12602,2237,2249,2020-06-22,630.0
12603,2237,2249,2020-06-29,180.0
12604,2237,2249,2020-07-06,330.0
12605,2237,2249,2020-07-13,380.0
12606,2237,2249,2020-07-20,420.0
12607,2237,2249,2020-07-27,580.0
12608,2237,2249,2020-08-03,270.0
12609,2237,2249,2020-08-10,500.0
12610,2237,2249,2020-08-17,290.0
12611,2237,2249,2020-08-24,590.0
12612,2237,2249,2020-08-31,700.0
12613,2237,2249,2020-09-07,530.0
12614,2237,2249,2020-09-14,280.0
12615,2237,2249,2020-09-21,170.0
12616,2237,2249,2020-09-28,100.0
12617,2237,2249,2020-10-05,380.0
12618,2237,2249,2020-10-12,240.0
12619,2237,2249,2020-10-19,30.0
12620,2237,2249,2020-11-02,120.0
12621,2237,2249,2020-11-09,110.0
12622,2237,2249,2020-11-16,200.0
12623,2237,2249,2020-11-23,130.0
12624,2237,2251,2020-01-06,760.0
12625,2237,2251,2020-01-13,990.0
12626,2237,2251,2020-01-20,1260.0
12627,2237,2251,2020-01-27,1550.0
12628,2237,2251,2020-02-03,1510.0
12629,2237,2251,2020-02-10,1490.0
12630,2237,2251,2020-02-17,3600.0
12631,2237,2251,2020-02-24,1880.0
12632,2237,2251,2020-03-02,5970.0
12633,2237,2251,2020-03-09,5220.0
12634,2237,2251,2020-03-16,2160.0
12635,2237,2251,2020-03-23,2230.0
12636,2237,2251,2020-03-30,1050.0
12637,2237,2251,2020-04-06,880.0
12638,2237,2251,2020-04-13,420.0
12639,2237,2251,2020-04-20,1330.0
12640,2237,2251,2020-04-27,1470.0
12641,2237,2251,2020-05-04,880.0
12642,2237,2251,2020-05-11,1010.0
12643,2237,2251,2020-05-18,970.0
12644,2237,2251,2020-05-25,2070.0
12645,2237,2251,2020-06-01,1070.0
12646,2237,2251,2020-06-08,1140.0
12647,2237,2251,2020-06-15,1210.0
12648,2237,2251,2020-06-22,1690.0
12649,2237,2251,2020-06-29,1610.0
12650,2237,2251,2020-07-06,1910.0
12651,2237,2251,2020-07-13,1280.0
12652,2237,2251,2020-07-20,1530.0
12653,2237,2251,2020-07-27,2280.0
12654,2237,2251,2020-08-03,2030.0
12655,2237,2251,2020-08-10,2150.0
12656,2237,2251,2020-08-17,1960.0
12657,2237,2251,2020-08-24,3990.0
12658,2237,2251,2020-08-31,2160.0
12659,2237,2251,2020-09-07,2050.0
12660,2237,2251,2020-09-14,1380.0
12661,2237,2251,2020-09-21,2330.0
12662,2237,2251,2020-09-28,2090.0
12663,2237,2251,2020-10-05,2750.0
12664,2237,2251,2020-10-12,3200.0
12665,2237,2251,2020-10-19,2530.0
12666,2237,2251,2020-10-26,1820.0
12667,2237,2251,2020-11-02,1920.0
12668,2237,2251,2020-11-09,1510.0
12669,2237,2251,2020-11-16,1150.0
12670,2237,2251,2020-11-23,2360.0
12671,2237,2251,2020-11-30,910.0
12672,2237,2251,2020-12-07,3490.0
12673,2237,2251,2020-12-14,1250.0
12674,2237,2251,2020-12-21,5010.0
12675,2237,2251,2020-12-28,3400.0
12676,2237,2253,2020-01-06,118530.0
12677,2237,2253,2020-01-13,120870.0
12678,2237,2253,2020-01-20,122060.0
12679,2237,2253,2020-01-27,122710.0
12680,2237,2253,2020-02-03,118750.0
12681,2237,2253,2020-02-10,117470.0
12682,2237,2253,2020-02-17,88470.0
12683,2237,2253,2020-02-24,115100.0
12684,2237,2253,2020-03-02,110600.0
12685,2237,2253,2020-03-09,108060.0
12686,2237,2253,2020-03-16,75030.0
12687,2237,2253,2020-03-23,55320.0
12688,2237,2253,2020-03-30,42940.0
12689,2237,2253,2020-04-06,39800.0
12690,2237,2253,2020-04-13,41890.0
12691,2237,2253,2020-04-20,47560.0
12692,2237,2253,2020-04-27,46520.0
12693,2237,2253,2020-05-04,45980.0
12694,2237,2253,2020-05-11,45070.0
12695,2237,2253,2020-05-18,23760.0
12696,2237,2253,2020-05-25,50680.0
12697,2237,2253,2020-06-01,56710.0
12698,2237,2253,2020-06-08,58270.0
12699,2237,2253,2020-06-15,56300.0
12700,2237,2253,2020-06-22,58410.0
12701,2237,2253,2020-06-29,37120.0
12702,2237,2253,2020-07-06,48690.0
12703,2237,2253,2020-07-13,58250.0
12704,2237,2253,2020-07-20,58400.0
12705,2237,2253,2020-07-27,57050.0
12706,2237,2253,2020-08-03,32870.0
12707,2237,2253,2020-08-10,60820.0
12708,2237,2253,2020-08-17,60490.0
12709,2237,2253,2020-08-24,60210.0
12710,2237,2253,2020-08-31,64490.0
12711,2237,2253,2020-09-07,43060.0
12712,2237,2253,2020-09-14,79880.0
12713,2237,2253,2020-09-21,81700.0
12714,2237,2253,2020-09-28,75700.0
12715,2237,2253,2020-10-05,80650.0
12716,2237,2253,2020-10-12,49880.0
12717,2237,2253,2020-10-19,74330.0
12718,2237,2253,2020-10-26,83200.0
12719,2237,2253,2020-11-02,83440.0
12720,2237,2253,2020-11-09,82770.0
12721,2237,2253,2020-11-16,82730.0
12722,2237,2253,2020-11-23,79200.0
12723,2237,2253,2020-11-30,68460.0
12724,2237,2253,2020-12-07,75120.0
12725,2237,2253,2020-12-14,68630.0
12726,2237,2253,2020-12-21,54050.0
12727,2237,2253,2020-12-28,26490.0
12728,2237,2255,2020-01-06,110.0
12729,2237,2255,2020-01-13,280.0
12730,2237,2255,2020-01-20,320.0
12731,2237,2255,2020-01-27,360.0
12732,2237,2255,2020-02-03,430.0
12733,2237,2255,2020-02-10,410.0
12734,2237,2255,2020-02-17,1170.0
12735,2237,2255,2020-02-24,450.0
12736,2237,2255,2020-03-02,1270.0
12737,2237,2255,2020-03-09,850.0
12738,2237,2255,2020-03-16,650.0
12739,2237,2255,2020-03-23,1200.0
12740,2237,2255,2020-03-30,250.0
12741,2237,2255,2020-04-06,940.0
12742,2237,2255,2020-04-13,60.0
12743,2237,2255,2020-04-20,840.0
12744,2237,2255,2020-04-27,550.0
12745,2237,2255,2020-05-04,550.0
12746,2237,2255,2020-05-11,290.0
12747,2237,2255,2020-05-18,1000.0
12748,2237,2255,2020-05-25,860.0
12749,2237,2255,2020-06-01,440.0
12750,2237,2255,2020-06-08,840.0
12751,2237,2255,2020-06-15,760.0
12752,2237,2255,2020-06-22,770.0
12753,2237,2255,2020-06-29,740.0
12754,2237,2255,2020-07-06,860.0
12755,2237,2255,2020-07-13,810.0
12756,2237,2255,2020-07-20,1240.0
12757,2237,2255,2020-07-27,1360.0
12758,2237,2255,2020-08-03,1610.0
12759,2237,2255,2020-08-10,2500.0
12760,2237,2255,2020-08-17,3190.0
12761,2237,2255,2020-08-24,1480.0
12762,2237,2255,2020-08-31,330.0
12763,2237,2255,2020-09-07,1340.0
12764,2237,2255,2020-09-14,1060.0
12765,2237,2255,2020-09-21,950.0
12766,2237,2255,2020-09-28,930.0
12767,2237,2255,2020-10-05,990.0
12768,2237,2255,2020-10-12,970.0
12769,2237,2255,2020-10-19,750.0
12770,2237,2255,2020-10-26,350.0
12771,2237,2255,2020-11-02,640.0
12772,2237,2255,2020-11-09,420.0
12773,2237,2255,2020-11-16,400.0
12774,2237,2255,2020-11-23,210.0
12775,2237,2255,2020-11-30,590.0
12776,2237,2255,2020-12-07,580.0
12777,2237,2255,2020-12-14,560.0
12778,2237,2255,2020-12-21,870.0
12779,2237,2255,2020-12-28,660.0
12780,2237,2256,2020-01-06,350.0
12781,2237,2256,2020-01-13,260.0
12782,2237,2256,2020-01-20,260.0
12783,2237,2256,2020-01-27,560.0
12784,2237,2256,2020-02-03,420.0
12785,2237,2256,2020-02-10,340.0
12786,2237,2256,2020-02-17,610.0
12787,2237,2256,2020-02-24,530.0
12788,2237,2256,2020-03-02,690.0
12789,2237,2256,2020-03-09,410.0
12790,2237,2256,2020-03-16,1640.0
12791,2237,2256,2020-03-23,1510.0
12792,2237,2256,2020-03-30,740.0
12793,2237,2256,2020-04-06,140.0
12794,2237,2256,2020-04-20,720.0
12795,2237,2256,2020-04-27,980.0
12796,2237,2256,2020-05-04,60.0
12797,2237,2256,2020-05-11,280.0
12798,2237,2256,2020-05-18,850.0
12799,2237,2256,2020-05-25,710.0
12800,2237,2256,2020-06-01,450.0
12801,2237,2256,2020-06-08,690.0
12802,2237,2256,2020-06-15,430.0
12803,2237,2256,2020-06-22,1630.0
12804,2237,2256,2020-06-29,1780.0
12805,2237,2256,2020-07-06,1270.0
12806,2237,2256,2020-07-13,1310.0
12807,2237,2256,2020-07-20,1750.0
12808,2237,2256,2020-07-27,2930.0
12809,2237,2256,2020-08-03,4140.0
12810,2237,2256,2020-08-10,2350.0
12811,2237,2256,2020-08-17,3240.0
12812,2237,2256,2020-08-24,1900.0
12813,2237,2256,2020-08-31,1680.0
12814,2237,2256,2020-09-07,1910.0
12815,2237,2256,2020-09-14,1400.0
12816,2237,2256,2020-09-21,1660.0
12817,2237,2256,2020-09-28,1270.0
12818,2237,2256,2020-10-05,1080.0
12819,2237,2256,2020-10-12,1640.0
12820,2237,2256,2020-10-19,1470.0
12821,2237,2256,2020-10-26,1350.0
12822,2237,2256,2020-11-02,1130.0
12823,2237,2256,2020-11-09,1110.0
12824,2237,2256,2020-11-16,310.0
12825,2237,2256,2020-11-23,460.0
12826,2237,2256,2020-11-30,170.0
12827,2237,2256,2020-12-07,460.0
12828,2237,2256,2020-12-14,200.0
12829,2237,2256,2020-12-21,2240.0
12830,2237,2256,2020-12-28,1790.0
12831,2237,2257,2020-01-06,620.0
12832,2237,2257,2020-01-13,110.0
12833,2237,2257,2020-01-20,620.0
12834,2237,2257,2020-01-27,520.0
12835,2237,2257,2020-02-03,660.0
12836,2237,2257,2020-02-10,1210.0
12837,2237,2257,2020-02-17,2220.0
12838,2237,2257,2020-02-24,760.0
12839,2237,2257,2020-03-02,650.0
12840,2237,2257,2020-03-09,810.0
12841,2237,2257,2020-03-16,2190.0
12842,2237,2257,2020-03-23,3160.0
12843,2237,2257,2020-03-30,1690.0
12844,2237,2257,2020-04-06,550.0
12845,2237,2257,2020-04-13,650.0
12846,2237,2257,2020-04-20,780.0
12847,2237,2257,2020-04-27,1370.0
12848,2237,2257,2020-05-04,2190.0
12849,2237,2257,2020-05-11,990.0
12850,2237,2257,2020-05-18,5680.0
12851,2237,2257,2020-05-25,2630.0
12852,2237,2257,2020-06-01,3390.0
12853,2237,2257,2020-06-08,4510.0
12854,2237,2257,2020-06-15,5550.0
12855,2237,2257,2020-06-22,9090.0
12856,2237,2257,2020-06-29,23020.0
12857,2237,2257,2020-07-06,15460.0
12858,2237,2257,2020-07-13,17190.0
12859,2237,2257,2020-07-20,20310.0
12860,2237,2257,2020-07-27,22160.0
12861,2237,2257,2020-08-03,23320.0
12862,2237,2257,2020-08-10,22010.0
12863,2237,2257,2020-08-17,17340.0
12864,2237,2257,2020-08-24,19140.0
12865,2237,2257,2020-08-31,17080.0
12866,2237,2257,2020-09-07,12240.0
12867,2237,2257,2020-09-14,6590.0
